 # Re 	 CD 
 7660.2 	 9.40489e+009 
 7670.2 	 9.45115e+009 
 7680.2 	 9.49756e+009 
 7690.2 	 9.54411e+009 
 7700.2 	 9.5908e+009 
 7710.2 	 9.63763e+009 
 7720.2 	 9.68461e+009 
 7730.2 	 9.73172e+009 
 7740.2 	 9.77899e+009 
 7750.2 	 9.82639e+009 
 7760.2 	 9.87394e+009 
 7770.2 	 9.92163e+009 
 7780.2 	 9.96946e+009 
 7790.2 	 1.00174e+010 
 7800.2 	 1.00656e+010 
 7810.2 	 1.01138e+010 
 7820.2 	 1.01622e+010 
 7830.2 	 1.02108e+010 
 7840.2 	 1.02595e+010 
 7850.2 	 1.03083e+010 
 7860.2 	 1.03573e+010 
 7870.2 	 1.04064e+010 
 7880.2 	 1.04557e+010 
 7890.2 	 1.05051e+010 
 7900.2 	 1.05547e+010 
 7910.2 	 1.06044e+010 
 7920.2 	 1.06542e+010 
 7930.2 	 1.07042e+010 
 7940.2 	 1.07543e+010 
 7950.2 	 1.08046e+010 
 7960.2 	 1.0855e+010 
 7970.2 	 1.09056e+010 
 7980.2 	 1.09563e+010 
 7990.2 	 1.10072e+010 
 8000.2 	 1.10582e+010 
 8010.2 	 1.11093e+010 
 8020.2 	 1.11606e+010 
 8030.2 	 1.12121e+010 
 8040.2 	 1.12636e+010 
 8050.2 	 1.13154e+010 
 8060.2 	 1.13672e+010 
 8070.2 	 1.14193e+010 
 8080.2 	 1.14714e+010 
 8090.2 	 1.15237e+010 
 8100.2 	 1.15762e+010 
 8110.2 	 1.16288e+010 
 8120.2 	 1.16815e+010 
 8130.2 	 1.17344e+010 
 8140.2 	 1.17874e+010 
 8150.2 	 1.18406e+010 
 8160.2 	 1.18939e+010 
 8170.2 	 1.19474e+010 
 8180.2 	 1.2001e+010 
 8190.2 	 1.20548e+010 
 8200.2 	 1.21087e+010 
 8210.2 	 1.21627e+010 
 8220.2 	 1.22169e+010 
 8230.2 	 1.22713e+010 
 8240.2 	 1.23257e+010 
 8250.2 	 1.23804e+010 
 8260.2 	 1.24351e+010 
 8270.2 	 1.24901e+010 
 8280.2 	 1.25451e+010 
 8290.2 	 1.26003e+010 
