 # Re 	 CD 
 8230.2 	 0.40734 
 8240.2 	 0.407359 
 8250.2 	 0.407377 
 8260.2 	 0.407395 
 8270.2 	 0.407413 
 8280.2 	 0.407432 
 8290.2 	 0.40745 
 8300.2 	 0.407468 
 8310.2 	 0.407487 
 8320.2 	 0.407505 
 8330.2 	 0.407524 
 8340.2 	 0.407542 
 8350.2 	 0.40756 
 8360.2 	 0.407579 
 8370.2 	 0.407597 
 8380.2 	 0.407616 
 8390.2 	 0.407634 
 8400.2 	 0.407653 
 8410.2 	 0.407671 
 8420.2 	 0.40769 
 8430.2 	 0.407709 
 8440.2 	 0.407727 
 8450.2 	 0.407746 
 8460.2 	 0.407764 
 8470.2 	 0.407783 
 8480.2 	 0.407802 
 8490.2 	 0.40782 
 8500.2 	 0.407839 
 8510.2 	 0.407858 
 8520.2 	 0.407877 
 8530.2 	 0.407895 
 8540.2 	 0.407914 
 8550.2 	 0.407933 
 8560.2 	 0.407952 
 8570.2 	 0.407971 
 8580.2 	 0.40799 
 8590.2 	 0.408008 
 8600.2 	 0.408027 
 8610.2 	 0.408046 
 8620.2 	 0.408065 
 8630.2 	 0.408084 
 8640.2 	 0.408103 
 8650.2 	 0.408122 
 8660.2 	 0.408141 
 8670.2 	 0.40816 
 8680.2 	 0.408179 
 8690.2 	 0.408198 
 8700.2 	 0.408217 
 8710.2 	 0.408236 
 8720.2 	 0.408255 
 8730.2 	 0.408275 
 8740.2 	 0.408294 
 8750.2 	 0.408313 
 8760.2 	 0.408332 
 8770.2 	 0.408351 
 8780.2 	 0.40837 
 8790.2 	 0.40839 
 8800.2 	 0.408409 
 8810.2 	 0.408428 
 8820.2 	 0.408447 
 8830.2 	 0.408467 
 8840.2 	 0.408486 
 8850.2 	 0.408505 
 8860.2 	 0.408525 
 8870.2 	 0.408544 
 8880.2 	 0.408564 
 8890.2 	 0.408583 
 8900.2 	 0.408602 
 8910.2 	 0.408622 
 8920.2 	 0.408641 
 8930.2 	 0.408661 
 8940.2 	 0.40868 
 8950.2 	 0.4087 
 8960.2 	 0.408719 
 8970.2 	 0.408739 
 8980.2 	 0.408758 
 8990.2 	 0.408778 
 9000.2 	 0.408797 
 9010.2 	 0.408817 
 9020.2 	 0.408837 
 9030.2 	 0.408856 
 9040.2 	 0.408876 
 9050.2 	 0.408896 
 9060.2 	 0.408915 
 9070.2 	 0.408935 
 9080.2 	 0.408955 
 9090.2 	 0.408974 
 9100.2 	 0.408994 
 9110.2 	 0.409014 
 9120.2 	 0.409034 
 9130.2 	 0.409053 
 9140.2 	 0.409073 
 9150.2 	 0.409093 
 9160.2 	 0.409113 
 9170.2 	 0.409133 
 9180.2 	 0.409153 
 9190.2 	 0.409172 
 9200.2 	 0.409192 
 9210.2 	 0.409212 
 9220.2 	 0.409232 
 9230.2 	 0.409252 
 9240.2 	 0.409272 
 9250.2 	 0.409292 
 9260.2 	 0.409312 
 9270.2 	 0.409332 
 9280.2 	 0.409352 
 9290.2 	 0.409372 
 9300.2 	 0.409392 
 9310.2 	 0.409412 
 9320.2 	 0.409432 
 9330.2 	 0.409453 
 9340.2 	 0.409473 
 9350.2 	 0.409493 
 9360.2 	 0.409513 
 9370.2 	 0.409533 
 9380.2 	 0.409553 
 9390.2 	 0.409574 
 9400.2 	 0.409594 
 9410.2 	 0.409614 
 9420.2 	 0.409634 
 9430.2 	 0.409654 
 9440.2 	 0.409675 
 9450.2 	 0.409695 
 9460.2 	 0.409715 
 9470.2 	 0.409736 
 9480.2 	 0.409756 
 9490.2 	 0.409776 
 9500.2 	 0.409797 
 9510.2 	 0.409817 
 9520.2 	 0.409837 
 9530.2 	 0.409858 
 9540.2 	 0.409878 
 9550.2 	 0.409899 
 9560.2 	 0.409919 
 9570.2 	 0.40994 
 9580.2 	 0.40996 
 9590.2 	 0.409981 
 9600.2 	 0.410001 
 9610.2 	 0.410022 
 9620.2 	 0.410042 
 9630.2 	 0.410063 
 9640.2 	 0.410083 
 9650.2 	 0.410104 
 9660.2 	 0.410125 
 9670.2 	 0.410145 
 9680.2 	 0.410166 
 9690.2 	 0.410186 
 9700.2 	 0.410207 
 9710.2 	 0.410228 
 9720.2 	 0.410248 
 9730.2 	 0.410269 
 9740.2 	 0.41029 
 9750.2 	 0.410311 
 9760.2 	 0.410331 
 9770.2 	 0.410352 
 9780.2 	 0.410373 
 9790.2 	 0.410394 
 9800.2 	 0.410414 
 9810.2 	 0.410435 
 9820.2 	 0.410456 
 9830.2 	 0.410477 
 9840.2 	 0.410498 
 9850.2 	 0.410519 
 9860.2 	 0.410539 
 9870.2 	 0.41056 
 9880.2 	 0.410581 
 9890.2 	 0.410602 
 9900.2 	 0.410623 
 9910.2 	 0.410644 
 9920.2 	 0.410665 
 9930.2 	 0.410686 
 9940.2 	 0.410707 
 9950.2 	 0.410728 
 9960.2 	 0.410749 
 9970.2 	 0.41077 
 9980.2 	 0.410791 
 9990.2 	 0.410812 
 10000.2 	 0.410833 
 10010.2 	 0.410854 
 10020.2 	 0.410875 
